,name,difficulty_code,district,difficulty,description,polyline
2268,E CHERRY ST,d,Current,#FF0000,In street minor separation,"[(48.54362699489462, -110.25461186208257), (48.543209031076444, -110.25068520694344)]"
2269,SW ANDOVER ST,e,Current,#00FF00,Enhanced Street,"[(48.43682176996336, -110.49344233885107), (48.437175655608435, -110.49691116922088), (48.437543643789986, -110.50052091475101)]"
2271,NE PACIFIC ST,i,Current,#FFFF00,In street major separation,"[(48.70059709289504, -110.28165971846748), (48.700430491935265, -110.28128983222409), (48.70021205112611, -110.28085423755), (48.70004703970571, -110.28055350973862), (48.69984608130362, -110.28022858966882), (48.69971761040386, -110.28003627769792), (48.69958809635539, -110.27985409840636), (48.69942678111437, -110.27963988639591), (48.69918807078115, -110.27933275840708), (48.698788667335464, -110.27881823700231), (48.698479022820116, -110.2784099173449), (48.69834109416327, -110.27820117310381)]"
2272,20TH AVE NE,d,Current,#FF0000,In street minor separation,"[(48.72429993971925, -110.23341858350152), (48.73005801833982, -110.23200551329325)]"
2274,SPRING ST,i,Current,#FFFF00,In street major separation,"[(48.54678442023295, -110.38219288650302), (48.54731230721251, -110.38030707370191)]"
2277,50TH AVE S,d,Current,#FF0000,In street minor separation,"[(48.38744418399471, -110.19259958765142), (48.38363250103797, -110.1934800554652)]"
2281,NE 125TH ST,i,Current,#FFFF00,In street major separation,"[(48.90827848871734, -110.20413936076004), (48.90793707474537, -110.20113471126385), (48.907934078619434, -110.20110836146505)]"
2283,BEACH DR SW,d,Current,#FF0000,Sharrows,"[(48.42669294650799, -110.6329896573209), (48.426293902549915, -110.63267261531882), (48.42454876368644, -110.63158246429435), (48.42434752211379, -110.63146827263836)]"
2284,SENECA ST,i,Current,#FFFF00,In street major separation,"[(48.55156893387734, -110.37576461241012), (48.552692893484, -110.37174336606357)]"
2286,GILMAN AVE W,i,Current,#FFFF00,In street major separation,"[(48.731305611463135, -110.50620774619583), (48.73167031771764, -110.50649751410765), (48.73306977550096, -110.50781241459504), (48.73320877663296, -110.50794302173071), (48.733298638548156, -110.50802745637488), (48.73495830702166, -110.50958697578618)]"
2287,12TH AVE S,e,Current,#00FF00,Enhanced Street,"[(48.38718981002619, -110.34936668115711), (48.3860974068227, -110.34963333137735), (48.384712742074534, -110.34997130527279)]"
2288,BEACON AVE S,d,Current,#FF0000,Sharrows,"[(48.299355649741685, -110.27679910865253), (48.29911307638397, -110.27672101259226), (48.29723432194249, -110.27621568727804), (48.29700167618764, -110.2761407923557)]"
2290,NE 44TH ST,e,Current,#00FF00,Enhanced Street,"[(48.721838843505665, -110.3007284706698), (48.72144656502069, -110.29719026665231)]"
2292,TAYLOR AVE N,d,Current,#FF0000,In street minor separation,"[(48.62238146692757, -110.39223664242427), (48.62443058341613, -110.39173755235326)]"
2293,15TH AVE S,d,Current,#FF0000,In street minor separation,"[(48.42852862375202, -110.32700336133817), (48.42466123760504, -110.32796021507488)]"
2296,BEACON AVE S,d,Current,#FF0000,Sharrows,"[(48.292211733128774, -110.27400695697355), (48.291397123424275, -110.27374957420787), (48.291096114078485, -110.27371425161677), (48.29073905712761, -110.27367659189584), (48.2904210472595, -110.27365873646241), (48.29016034168446, -110.2736569072169), (48.28989240560993, -110.27365697111453)]"
2300,S GENESEE ST,d,Current,#FF0000,In street minor separation,"[(48.39252024635233, -110.20413478075169), (48.392097343463014, -110.19999386189478), (48.39167439749452, -110.19585399803496)]"
2302,EAST MARGINAL WAY S,i,Current,#FFFF00,In street major separation,"[(48.312987105533324, -110.35897438871875), (48.30920681850365, -110.3543606247856)]"
2306,BROAD ST,i,Current,#FFFF00,In street major separation,"[(48.58527039145813, -110.43020960493949), (48.58541204208392, -110.43005529092173)]"
2307,ROOSEVELT WAY NE,i,Current,#FFFF00,In street major separation,"[(48.776455058024204, -110.25784181792704), (48.778819997176555, -110.25731052305608)]"
2311,NE 125TH ST,i,Current,#FFFF00,In street major separation,"[(48.90660356776735, -110.18940623332271), (48.90640825981017, -110.18768937797823)]"
2316,WALLINGFORD AVE N,d,Current,#FF0000,In street minor separation,"[(48.69384455739723, -110.34171651601244), (48.698626007222956, -110.34052618989575)]"
2317,ROOSEVELT WAY NE,i,Current,#FFFF00,In street major separation,"[(48.75292443810074, -110.26336318831224), (48.755275125951165, -110.2628019811022)]"
2318,CALIFORNIA AVE SW,d,Current,#FF0000,Sharrows,"[(48.36305007187922, -110.59144729468646), (48.360465246949154, -110.59207050390734)]"
2319,6TH AVE,d,Current,#FF0000,In street minor separation,"[(48.58338881048067, -110.38341239972543), (48.58629100557713, -110.38707244086575), (48.58632553020928, -110.38711579053857)]"
2321,BEACON AVE S,d,Current,#FF0000,Sharrows,"[(48.28999010653443, -110.27454258755002), (48.28966736291091, -110.27456761423286), (48.28935313509582, -110.2745907986277), (48.28847405966107, -110.2747447917912), (48.28594834339161, -110.27522284932697)]"
2326,ROOSEVELT WAY NE,i,Current,#FFFF00,In street major separation,"[(48.8608188631355, -110.23892730197566), (48.86377030117894, -110.2383121122377)]"
2327,25TH AVE NE,d,Current,#FF0000,In street minor separation,"[(48.792884346642666, -110.19760511059228), (48.79802061585922, -110.19651135249455), (48.79840170430447, -110.19642443573464), (48.798794485187095, -110.19640804932584)]"
2337,CORLISS AVE N,d,Current,#FF0000,Sharrows,"[(48.91494525032451, -110.26399389930776), (48.92362960235328, -110.26882391574142)]"
2338,FAUNTLEROY WAY SW,i,Current,#FFFF00,In street major separation,"[(48.31209176493786, -110.6218531844769), (48.31091215758477, -110.62214094040563), (48.310419367650155, -110.62226115286963), (48.30589547919503, -110.62336344882362)]"
2339,GILMAN AVE W,i,Current,#FFFF00,In street major separation,"[(48.721654289797065, -110.49883284107305), (48.72198034004645, -110.49899318494738), (48.72206837307562, -110.49903740193274), (48.725302808778, -110.50066209583109), (48.72535267902483, -110.50070816219561), (48.726826077742196, -110.5020692183101), (48.72703211492699, -110.50225953704779)]"
2341,W GOVERNMENT WAY,i,Current,#FFFF00,In street major separation,"[(48.74603557567673, -110.53937204558348), (48.746071658528365, -110.54092653253491), (48.74607051942802, -110.54103530174358), (48.746062868901234, -110.5417649492768), (48.74604363169638, -110.54359724995929)]"
2344,BEACH DR SW,d,Current,#FF0000,Sharrows,"[(48.46210947979696, -110.6486038388033), (48.461385198307404, -110.64788797190998), (48.4608763143735, -110.647481668654), (48.46034721404294, -110.64713869785926), (48.45980137440241, -110.64686130928781), (48.459242379155995, -110.646651305012), (48.4586739134315, -110.64651008590795), (48.45856063876564, -110.64647059145332)]"
2348,39TH AVE S,d,Current,#FF0000,Sharrows,"[(48.25778232746408, -110.26701351085012), (48.25727718622539, -110.26713471020503)]"
2351,EASTLAKE AVE NE,i,Current,#FFFF00,In street major separation,"[(48.70372196493763, -110.2781630356488), (48.704716281233345, -110.27704434603311), (48.704863410530876, -110.27687880988545), (48.705347611817544, -110.27633607210507)]"
2354,N 65TH ST,i,Current,#FFFF00,In street major separation,"[(48.773992134822706, -110.29988608567483), (48.77356706728972, -110.29619584755602), (48.77343928116547, -110.29507737120686)]"
2358,BEACON AVE S,d,Current,#FF0000,Sharrows,"[(48.3016364464695, -110.2768096301793), (48.30136377932912, -110.27663851155738), (48.30052027477955, -110.27627020319179), (48.29925637356229, -110.27589631219513)]"
2360,8TH AVE NW,d,Current,#FF0000,In street minor separation,"[(48.805391903234444, -110.41595564392878), (48.80779589324264, -110.41538134508579)]"
2362,14TH AVE S,d,Current,#FF0000,In street minor separation,"[(48.46761063775564, -110.32211495277886), (48.4660277173042, -110.32249999558712), (48.46400387246271, -110.32301393477528)]"
2366,SPRING ST,i,Current,#FFFF00,In street major separation,"[(48.54568142876268, -110.38613908758337), (48.54678442023295, -110.38219288650302)]"
2368,ROY ST,i,Current,#FFFF00,In street major separation,"[(48.61966831876537, -110.42828867031851), (48.619215135134155, -110.42397493775162)]"
2369,2ND AVE,i,Current,#FFFF00,In street major separation,"[(48.53635308137489, -110.36611656323532), (48.53884917217147, -110.3676988707699), (48.53889060698234, -110.36772514912157)]"
2373,SYLVAN WAY SW,i,Current,#FFFF00,In street major separation,"[(48.33629061327479, -110.51436882221994), (48.33622945456294, -110.51479543400768), (48.33619601238932, -110.51524591530466), (48.3361932996186, -110.51546495748454), (48.33619546046683, -110.5157132687407), (48.33620904560488, -110.51593909762653), (48.33622923576522, -110.51616359041948), (48.336260276639024, -110.51641846060821)]"
2374,BEACON AVE S,d,Current,#FF0000,Sharrows,"[(48.39367115841617, -110.30720498914151), (48.39339233945813, -110.3071850846499)]"
2376,NE 44TH ST,e,Current,#00FF00,Enhanced Street,"[(48.72266941560727, -110.30759058530639), (48.722230274669975, -110.30426748719026)]"
2377,STEWART ST,i,Current,#FFFF00,In street major separation,"[(48.57829217384334, -110.36560115889047), (48.58014866860416, -110.36225568018892)]"
2380,NE 125TH ST,i,Current,#FFFF00,In street major separation,"[(48.904344407559826, -110.1693984480118), (48.90403640486135, -110.16661826405398)]"
2382,8TH AVE NW,d,Current,#FF0000,Sharrows,"[(48.83877223487342, -110.40799949580459), (48.83998422015903, -110.40771920669238), (48.8411445867705, -110.40745084148314)]"
2387,31ST AVE S,d,Current,#FF0000,In street minor separation,"[(48.50140909085033, -110.23977763785003), (48.50114352637829, -110.23984801385218), (48.498502513957554, -110.24054784733019), (48.49777478279611, -110.24074067264264)]"
2388,E YESLER WAY,d,Current,#FF0000,In street minor separation,"[(48.52344828430034, -110.26291447080655), (48.52305196557368, -110.25920556436294)]"
2391,S HOLLY ST,e,Current,#00FF00,Enhanced Street,"[(48.322716984610395, -110.22365502497004), (48.32186483287288, -110.21520214652047)]"
2395,SEATTLE BLVD S,i,Current,#FFFF00,In street major separation,"[(48.51098928737922, -110.35133556494179), (48.510174395227466, -110.35014333247614)]"
2396,32ND AVE NW,d,Current,#FF0000,In street minor separation,"[(48.78126270143609, -110.53131465232279), (48.78243706756074, -110.53104447982817)]"
2398,S ALASKA ST,i,Current,#FFFF00,In street major separation,"[(48.38806544096725, -110.26623057640809), (48.38761592554684, -110.26283009122798), (48.387599478435625, -110.26267818479124)]"
2399,WILSON AVE S,d,Current,#FF0000,In street minor separation,"[(48.36337692416669, -110.1965003740776), (48.360930505685886, -110.19594098478154)]"
2402,SW AVALON WAY,i,Current,#FFFF00,In street major separation,"[(48.43697785748196, -110.51866948030009), (48.43037516033088, -110.52473982788018), (48.428034351367174, -110.52682416874568)]"
2403,WALLINGFORD AVE N,d,Current,#FF0000,In street minor separation,"[(48.70240569537077, -110.33958508829906), (48.70550081121968, -110.33879748002308), (48.70618836930182, -110.33862249399421)]"
2404,35TH AVE NE,i,Current,#FFFF00,In street major separation,"[(48.82746745045979, -110.15450234891054), (48.830139219081424, -110.15377098712014)]"
2405,8TH AVE NW,d,Current,#FF0000,In street minor separation,"[(48.772522683596975, -110.42427843977127), (48.77488615466949, -110.42370536511801)]"
2407,5TH AVE NE,d,Current,#FF0000,In street minor separation,"[(48.80204478497355, -110.27052025312553), (48.8044118722048, -110.26998766018471)]"
2408,HUNTER BLVD S,d,Current,#FF0000,Sharrows,"[(48.423190815401036, -110.23254301340461), (48.420710975011076, -110.23319527296856), (48.420666643230675, -110.23320408621869), (48.42062318631991, -110.23320018831154), (48.42058616917695, -110.23318199784654), (48.420542439251356, -110.23314707893286), (48.42048900778636, -110.23308180712144), (48.42044666434264, -110.23302458323285), (48.42041997835102, -110.23299213154233)]"
2412,HARVARD AVE E,i,Current,#FFFF00,In street major separation,"[(48.68760614818537, -110.29497973173571), (48.68797258161961, -110.29489158934479), (48.6882779389272, -110.29481813717491), (48.68899919638313, -110.29464463479047)]"
2415,51ST AVE S,d,Current,#FF0000,In street minor separation,"[(48.218517386256906, -110.23038096385957), (48.217481799353386, -110.23063054668351), (48.21458770881153, -110.23132797621976), (48.2141839009404, -110.23142985356685)]"
2418,12TH AVE E,d,Current,#FF0000,In street minor separation,"[(48.59190995640272, -110.30028385567687), (48.592544393893114, -110.2995813182229), (48.592982080320404, -110.29947013447521), (48.59464229717487, -110.29904835536813)]"
2423,S HENDERSON ST,i,Current,#FFFF00,In street major separation,"[(48.26176893411727, -110.25022363454819), (48.26169189097044, -110.24811798770888), (48.261667584259726, -110.24787427032508), (48.261531434743084, -110.24658624107914), (48.26142140197954, -110.2455598490432)]"
2424,S HENDERSON ST,i,Current,#FFFF00,In street major separation,"[(48.26142140197954, -110.2455598490432), (48.261232915874764, -110.24376287600613)]"
2426,SW SPOKANE ST,e,Current,#00FF00,Multi use Trail,"[(48.44181159744789, -110.44337188800384), (48.44210879917499, -110.44603929213977), (48.44269143955359, -110.45254588782541)]"
2428,ELLIS AVE S,i,Current,#FFFF00,In street major separation,"[(48.3284149967164, -110.37407545519117), (48.325967162390135, -110.375484640335)]"
2435,BROAD ST,i,Current,#FFFF00,In street major separation,"[(48.58541204208392, -110.43005529092173), (48.585639366947, -110.42980764338333)]"
2436,MADRONA DR,d,Current,#FF0000,In street minor separation,"[(48.561466576608865, -110.1957503595633), (48.564721874565485, -110.19733878458418)]"
2437,BEACON AVE S,d,Current,#FF0000,Sharrows,"[(48.32077212613713, -110.2969577632457), (48.3185126470249, -110.29446816184446)]"
2438,BURKE GILMAN TRL,e,Current,#00FF00,Multi use Trail,"[(48.68124319876402, -110.33658438179009), (48.681503042175976, -110.33583957291258), (48.681766133404125, -110.33532937801044), (48.68196823694911, -110.33504303747934), (48.68199494413275, -110.33500160921328), (48.682022126996586, -110.33496088940049), (48.68204977538992, -110.3349208941814), (48.682077883097264, -110.33488163186375), (48.68210643996839, -110.3348431185887), (48.682135437507526, -110.3348053631363), (48.682164865250435, -110.33476837820373), (48.68219471957612, -110.33473217506929), (48.68222498514642, -110.33469676393278), (48.68225565605942, -110.33466215654506), (48.68228672413133, -110.33462836513198), (48.68231817599261, -110.33459539597405), (48.68235000574058, -110.33456326082461), (48.68238220228546, -110.33453196549253), (48.68241475350926, -110.33450153003724), (48.682447654851245, -110.33447195540481), (48.68248089128589, -110.33444325523979), (48.68251445369141, -110.33441543143452), (48.68254833191712, -110.33438850013093), (48.68258429356891, -110.33435974369934), (48.688126006209984, -110.32916372481925), (48.69027048588465, -110.32717513465131), (48.690802091929804, -110.32668214129232), (48.691763663903586, -110.32577456748763), (48.69220053743291, -110.3259061521061)]"
